county,year,gdays,maqi
Minnehaha,2017,97,318
Wythe,1992,136,145
Randolph,2004,150,149
Saint Clair,2000,161,135
Caswell,1993,179,21
Dunn,2011,71,279
Marin,1994,84,338
Lubbock,2001,77,112
Sequoyah,2007,122,282
Yavapai,2020,119,265
San Juan,2002,77,318
St. Mary,1997,182,271
Lyon,2011,101,297
Chemung,1989,169,240
Rockingham,2009,101,172
Darlington,2013,93,216
Delaware,2020,97,330
Flathead,2004,152,309
Hunt,2010,126,322
Fulton,2014,140,248
Houston,2005,93,27
Rock Island,2015,105,325
Douglas,1986,59,83
Twin Falls,1986,64,49
Anne Arundel,1983,255,185
Denali ,2010,49,363
Passaic,1998,174,177
Monterey,2015,120,331
Wyandotte,2016,129,281
Boone,2013,97,178
Saint Louis,2005,203,181
Flathead,1987,116,79
Pulaski,1995,200,147
King William,1992,49,61
St. Mary,1988,58,89
Blair,2015,108,236
Hardin,2007,161,187
Hudson,1984,205,77
Dubois,1986,78,47
El Paso,1989,283,45
Northampton,2014,118,221
Pueblo,1999,54,115
Apache,2002,29,104
Sullivan,1991,168,242
Jackson,1989,161,286
Jasper,1999,119,333
Wayne,1994,203,120
Lake,1988,227,115
Washington,2003,95,28
Monroe,2013,87,336
Guayama,2019,96,220
Tazewell,1993,183,262
Duplin,2002,174,148
Ouachita,2018,100,338
La Salle,2010,93,284
Haywood,2011,122,157
Floyd,2005,145,240
Chattooga,2005,150,190
Chelan,2004,85,85
Minidoka,1998,96,57
Mineral,2004,78,115
Elk,2021,87,220
Arapahoe,1988,200,156
Pueblo,2017,108,120
Polk,1983,200,85
Teton,2016,99,331
Culpeper,2002,39,58
Asotin,2006,62,52
Barnwell,1998,190,232
Carter,1994,52,35
Franklin,2001,185,114
Buchanan,1996,200,252
Caribou,1983,200,140
Kootenai,2021,56,176
Bonner,1987,86,52
Ohio,2008,88,268
Lee,2000,90,360
Ascension,1997,177,272
Seminole,1986,177,313
Potter,2009,58,353
Escambia,1995,55,60
Philadelphia,1999,214,127
Bay,1999,63,51
Beaufort,2001,88,70
Christian,2016,90,245
Stanislaus,2000,202,196
Sonoma,1997,164,324
Hinds,2001,136,242
St. John the Baptist,1982,164,321
Eddy,1984,198,77
Berks,2010,154,222
Douglas,1997,115,281
Athens,2004,124,38
Comanche,2020,107,306
Winchester City,2005,38,60
Charleston,2017,101,303
St. Lawrence,2017,112,280
Clallam,2001,83,355
Edmonson,1991,139,281
Creek,2012,159,249
Saratoga,1985,166,202
Harford,1994,215,252
Snohomish,2013,115,276
El Paso,1981,133,225
Chittenden,1990,122,319
Scotts Bluff,2018,71,108
Prince George's,1986,205,174
Barnwell,2002,164,283
Kent,1995,236,187
Pierce,1985,190,196
Johnston,2018,90,292
Shasta,1991,174,254
Sacramento,2017,164,158
Becker,2012,108,285
Robeson,2008,75,68
Teton,2013,80,310
Cobb,2013,108,251
Alachua,2003,147,306
Baldwin,1995,122,320
Licking,1999,187,111
Pitt,1989,159,123
Collier,2014,77,324
Jefferson,2005,81,329
Dougherty,1992,80,331
Santa Rosa,2014,136,288
Kittitas,2018,197,310
Audrain,1988,46,51
Bonneville,1998,88,59
Sonoma,2006,153,340
Harney,2012,135,276
Wood,1996,197,193
DeKalb,2020,61,336
Saint Louis,1991,204,77
San Francisco,2014,97,309
Lehigh,1995,195,267
El Paso,2002,112,247
Kay,1989,200,158
Madison,1982,156,247
Loudon,2017,87,282
Saratoga,2016,119,328
Lenoir,2010,140,184
Saint Louis,1985,427,293
Jefferson,2014,142,227
Chelan,1999,44,45
Steuben,2021,124,231
Weber,2006,164,179
Bernalillo,2016,143,193
Okanogan,2021,98,131
Hinds,1984,164,297
Charlottesville City,1994,37,61
Larimer,1992,143,274
Gila,2006,200,80
Granville,1989,203,113
Polk,2020,84,336
Tuscaloosa,1993,57,52
Lorain,1987,200,189
Spalding,2007,40,60
Wasco,2012,73,337
Randolph,2006,122,284
Cherokee,2005,133,252
Forrest,2015,75,272
LaPorte,2019,126,305
Henrico,2020,71,338
Billings,2010,90,337
Essex,1987,177,250
CHIHUAHUA STATE,2008,210,214
Asotin,1992,55,58
Lenoir,2015,80,185
Audrain,1987,105,47
Cambria,2018,93,297
Fayette,2015,139,286
Montgomery,2016,100,279
Rutland,2016,87,320
Bayamon,2005,103,351
DeKalb,2011,84,314
Grant,2006,115,78
Lawrence,1996,174,224
Burke,2000,134,333
Fayette,2020,100,324
Davidson,2007,125,156
Caribou,2008,119,313
Trinity,2005,32,113
Linn,2000,122,93
Jackson,2000,65,123
Lafayette,2008,147,279
Saginaw,1995,31,20
Rock,2005,150,119
Ottawa,1984,200,31
King William,2009,32,58
Alpena,1995,63,47
New York,1985,232,3
Cumberland,1986,192,230
Jones,2001,87,51
Jefferson,2013,64,344
Calvert,2013,105,175
Davis,1989,227,191
Floyd,2014,119,179
Bernalillo,2015,108,202
Jefferson,1992,169,148
San Benito,2015,93,313
Grand Forks,1986,85,170
Orange,2015,101,313
Stillwater,1996,36,91
Jefferson,2008,174,212
McDowell,2003,111,49
Franklin,1996,177,65
Broadwater,1989,16,12
Carlton,2015,101,254
Denver,2010,108,208
Monroe,2002,66,53
Parke,1986,200,256
Albemarle,2019,67,264
Tazewell,1996,200,265
Trimble,1987,200,24
Tuscola,2013,112,328
Richland,1993,203,167
Graves,1995,126,159
Fayette,2014,122,314
Henry,2015,72,98
Lehigh,1987,218,246
Shelby,1992,179,133
Columbia,2001,93,205
Hunterdon,2003,210,286
Denali ,1987,41,148
Spencer,1986,200,115
Pointe Coupee,2021,100,293
Penobscot,2003,205,310
Shelby,2004,166,95
Buchanan,2010,88,199
Washington,2013,129,348
Guernsey,2021,59,268
Fulton,1981,166,129
Pima,2008,133,201
Sheboygan,2006,204,163
Allen,2013,112,300
McMinn,1998,148,293
Sullivan,2001,24,107
Paulding,2006,177,161
Lawrence,2006,115,184
Salt Lake,2013,160,186
Douglas,1991,182,211
Rio Arriba,2006,47,111
Teller,2004,72,344
Dakota,2013,102,307
Marin,1993,84,329
Ottawa,2000,190,165
Allegheny,2006,174,69
Westchester,1985,201,235
Manati,2005,39,19
Chattooga,1991,58,37
Hawaii,1998,214,295
Caswell,2009,101,244
Door,2001,207,183
Knox,2010,122,154
DeKalb,2009,93,294
Sacramento,2009,197,162
Carter,2007,112,175
Montgomery,2015,115,227
Flathead,2019,103,302
Montgomery,1990,151,184
Lawrence,2003,159,171
Palm Beach,1981,129,305
San Juan,1994,101,240
Madison,2000,202,84
Warren,2002,206,119
Arapahoe,1999,195,258
Macon,1998,187,249
Licking,2013,105,190
Navarro,2019,193,275
McClain,2013,112,288
Cleveland,2017,105,280
Garfield,2002,114,88
Franklin,1994,174,233
Guilford,2009,115,241
Lexington,2012,96,258
Claiborne,1992,147,285
Chemung,1999,151,297
Columbia,2014,80,214
DeKalb,1990,67,12
Stafford,2008,150,181
Vanderburgh,1982,200,135
Hartford,2016,169,268
Travis,1980,174,245
Delaware,2006,45,53
Clinton,2015,119,182
Simpson,1997,206,261
Richland,2020,117,335
Carteret,2008,80,205
Ontonagon,1980,200,271
Sheridan,2009,34,120
Westchester,2016,140,300
Columbia,1996,147,126
Warren,1999,91,14
Washington,2010,126,271
Lee,2017,66,98
Cache,2002,193,209
Sandoval,2019,97,276
Brazoria,2005,187,249
Sanders,1995,75,107
Plymouth,2021,112,199
Greenbrier,2020,54,232
Plumas,2008,196,77
Door,2008,133,158
Davidson,2016,93,279
Cole,1994,39,31
Cocke,1984,105,124
Solano,1991,154,285
Sullivan,2001,103,343
Richmond,2018,150,261
Macon,2006,129,267
Rockbridge,2021,64,114
Shelby,2000,201,72
Hardin,1983,192,91
Crook,2016,115,285
Laramie,2015,152,308
Frederick,1991,65,47
Lake,2020,174,94
Kings,2019,507,152
Chatham,2001,136,244
Bartow,1989,154,287
Scioto,2017,67,358
Crow Wing,2019,101,334
CHIHUAHUA STATE,2000,822,130
Vigo,1984,202,70
Stark,1991,35,56
Morgan,2008,132,234
Union,1988,49,24
Brown,2000,77,84
Greene,1997,183,210
Madison,1995,58,57
Cowlitz,2014,84,309
Lyon,2015,119,338
Prowers,2019,76,343
Mercer,2003,115,66
Cumberland,2006,145,188
Pima,2001,115,225
Walton,2005,153,138
Churchill,2018,129,256
Pitt,2007,133,143
Delaware,1997,48,50
Davidson,1997,57,59
Clermont,1999,213,219
Pitkin,1995,66,329
Jersey,1994,161,158
Hampshire,2009,129,274
Lackawanna,2019,80,333
Bibb,2014,112,211
Lewis and Clark,1985,92,35
Warren,1993,187,183
LaPorte,1985,200,132
Charleston,2014,80,296
Cass,2006,93,302
St. Croix,1986,150,154
Clark,2008,100,175
Ada,2018,134,283
Lubbock,1991,95,167
Manati,1996,91,50
Mayes,2005,150,227
Whitley,1991,47,37
Martin,1983,156,262
Butler,1992,119,225
Chautauqua,1994,152,181
Fauquier,2012,93,182
Fond du Lac,2014,105,165
Lake,2010,136,281
Buncombe,1993,108,252
Tippecanoe,1996,102,76
Kenai Peninsula ,2015,17,40
Catano,2015,196,336
Graham,1996,68,40
Boone,2016,97,198
Frederick,2009,101,202
Lake,2010,118,317
McClain,1991,143,274
Putnam,2020,67,365
Dubuque,1995,147,308
Sherman,1989,69,37
Silver Bow,1986,130,25
Sullivan,1988,201,97
San Juan,2007,112,225
Crawford,1996,105,87
Solano,1997,143,324
Sheridan,2017,71,110
LaPorte,2019,126,305
Jeff Davis,2002,43,32
Latah,2010,66,271
Bell,1998,174,274
Campbell,2002,168,179
Dunn,1995,40,358
Franklin,2014,115,218
Mercer,1987,192,191
St. James,2014,154,318
Clermont,2004,188,252
Schoolcraft,2003,214,307
Gage,1995,35,12
King William,1998,48,60
Denali ,1994,48,359
Cass,1985,172,302
Alameda,1995,210,289
Butte,2021,160,103
Penobscot,1997,147,332
Hidalgo,1982,200,184
Alamosa,1992,76,324
Etowah,2016,179,162
Benton,1993,1062,306
Beaver,1993,200,74
Prince Edward,2005,126,281
Kennebec,2004,147,189
Martin,2020,95,320
St. John the Baptist,2020,80,341
Eagle,1999,36,49
Delaware,1985,224,171
Charlton,2014,96,107
Glacier,2007,72,57
Bradley,1992,122,300
Lincoln,1988,226,203
Adams,2009,80,336
St Thomas,1996,81,34
Josephine,2019,169,283
Olmsted,2021,93,142
Inyo,1981,108,171
Brookings,1993,44,58
Clay,2021,67,66
Coconino,1999,136,214
Miami-Dade,1985,205,213
Hennepin,1983,137,178
Linn,1989,200,91
Benewah,2004,133,156
Kern,1994,225,97
Marion,2003,156,308
Bonner,2017,252,287
Miami-Dade,1989,166,242
Scotts Bluff,1997,54,27
Henderson,1984,200,122
Monroe,2001,50,45
Hidalgo,1986,200,151
Tazewell,1982,193,247
Sacramento,1986,221,166
Kings,2021,79,162
Lincoln,2016,105,329
Avery,2017,93,332
Forrest,2002,100,53
New Hanover,2001,140,192
Mercer,1982,223,226
Montgomery,1995,122,305
Ohio,2020,101,244
Delta,1995,58,333
Sweetwater,1993,125,247
Pinellas,2010,100,242
Benton,2015,485,292
Middlesex,1985,248,204
Los Angeles,1988,298,9
Orange,2014,156,83
Santa Cruz,2004,93,40
Cerro Gordo,2019,38,118
Sherman,1991,79,52
Macoupin,1994,159,273
Miami-Dade,2016,144,260
Middlesex,1993,208,184
Hunterdon,2012,143,256
Haywood,2003,147,107
Union,2012,147,309
Hancock,2000,143,251
Montgomery,2001,151,229
Flathead,2002,90,321
Highlands,2012,84,337
Dane,1981,200,131
Carteret,1995,143,248
Pickens,1995,182,127
King,1986,195,90
Madison,2021,200,143
Ponce,2002,69,102
Anderson,1981,158,188
Chattooga,2018,87,224
Orange,2000,205,110
Brewster,2006,90,296
St. Charles,2010,129,306
Tompkins,2011,90,269
Guilford,2005,172,148
Westmoreland,2012,156,189
Fauquier,2016,93,197
Lincoln,2015,97,188
Pierce,1999,164,207
Lake,1996,85,346
St Thomas,1998,44,44
Buchanan,1997,200,235
Monongalia,2013,115,319
Ashland,2019,78,343
Davidson,1985,122,166
Pitt,2018,87,306
Archuleta,1987,75,54
Benzie,2001,197,129
La Crosse,1984,133,130
Cumberland,1988,239,248
Scott,2013,126,134
Darlington,2015,84,229
Ocean,1991,67,354
Polk,1989,156,308
Durham,1983,166,231
Putnam,2020,105,345
Guayama,1995,77,106
Hamilton,2017,129,190
Tolland,1991,225,261
Santa Cruz,2005,199,156
Anchorage ,1985,154,228
Strafford,2003,129,155
Chesapeake City,1981,200,158
Douglas,1988,182,244
El Dorado,1986,151,111
Fairfax City,1989,202,238
Howell,2000,105,54
Allegany,2019,152,332
Lorain,1985,200,194
Pennington,1998,87,332
Canyon,2020,156,257
Madison,2013,136,187
Columbia,2001,93,205
Mohave,2014,77,356
Chelan,2011,152,265
St. Clair,1991,210,220
Jefferson,2001,200,103
Washoe,2002,136,233
Franklin,1995,203,269
Jefferson,2007,72,324
Eddy,1994,111,353
Carson,1993,58,61
Caldwell,2015,97,173
Aroostook,1981,200,120
St. James,1990,151,299
Robeson,1985,195,129
Buncombe,2009,97,272
Crawford,1984,200,179
Tazewell,1995,200,252
Sequoyah,2007,122,282
Lee,1999,182,97
Bolivar,2006,133,197
Suffolk City,2009,100,177
Macon,2012,126,218
Fayette,1987,172,103
Martin,2000,159,118
Dubois,1991,61,42
Martinsville City,1998,43,29
Wayne,1990,200,58
Yuma,1990,147,70
Washington,1987,66,256
Iberville,1997,210,243
Miller,1992,65,60
Columbia,2008,84,323
Union,2004,85,310
Stillwater,1988,168,26
Blair,2010,147,288
Linn,1995,162,202
Shawnee,1988,19,1
Greene,2000,201,169
Washoe,1993,122,219
Hampden,1985,242,111
Solano,2005,145,244
Tehama,1993,169,286
Bennington,2004,164,317
Escambia,2002,89,65
Albany,1986,58,40
Cumberland,2008,143,223
San Juan,2016,93,309
Hinds,1990,151,287
Graham,2010,119,108
Grand,1989,115,221
Kanawha,2005,154,185
Bremer,2018,112,224
Livingston,1996,166,252
Siskiyou,2017,163,202
Lubbock,1986,128,131
Big Horn,1994,66,56
Washington,2004,97,73
Lincoln,2014,56,97
Milwaukee,2021,109,106
Warren,1993,133,225
Etowah,2005,120,157
Loudoun,1992,34,59
Boyd,2012,143,279
Chambers,1983,192,276
Tazewell,2012,200,301
Ramsey,2009,135,268
Cleveland,1991,147,280
Giles,2001,156,244
Nassau,1987,200,259
Dawson,1998,69,53
Morgan,1983,200,226
Dutchess,2003,143,287
Travis,2004,166,296
Wasco,2011,85,332
Plumas,2010,110,85
Columbus,1995,92,343
Coffee,2018,65,112
Pasquotank,1995,31,59
Iron,2019,99,338
Dauphin,1991,195,232
Stearns,1997,45,351
Bradley,2008,165,305
Delta,2017,52,114
Hinds,1997,147,275
Strafford,1990,42,56
Santa Cruz,1981,133,329
Rockdale,2020,77,232
Hunterdon,2002,210,272
Warren,1998,108,261
Morgan,1991,200,206
Windham,2014,101,328
La Paz,2012,115,140
Hamilton,1997,169,200
Chelan,1986,57,32
San Miguel,2009,88,110
Cheshire,1980,140,263
Jefferson,1992,172,263
Rockland,2010,156,277
Morgan,1992,133,226
Greene,2012,164,217
Anderson,2019,105,308
Wood,2003,209,181
Denton,2017,133,288
Kaufman,2016,80,329
Coweta,2001,190,166
Fairfax,1983,239,145
Talladega,1994,57,57
Asotin,1997,94,49
Nevada,2018,196,245
Effingham,1993,126,188
Plymouth,2011,70,97
Grand Forks,1998,64,49
Coweta,2005,160,155
Fergus,2016,87,356
Oxford,1982,200,102
Walker,2021,91,83
Hamilton,2008,169,175
Wayne,2015,64,118
Volusia,2009,80,313
Litchfield,2005,185,225
Butte,2003,164,144
Pierce,2005,134,204
Yalobusha,2014,90,315
Madison,2014,97,281
Livingston,1999,177,237
Rock,1984,200,140
Hamilton,1999,150,301
Marion,2000,182,73
Warrick,2005,177,187
Garfield,2007,166,178
Lackawanna,2013,101,273
Merrimack,1991,196,231
Adams,1986,210,122
Onondaga,2016,122,339
Harford,2005,204,139
Sonoma,1987,179,310
Clermont,1995,215,182
Grant,2019,104,304
Jackson,2006,133,115
Kleberg,2020,168,240
Juneau ,1993,180,306
Okaloosa,2010,147,310
Chautauqua,2018,126,311
Denton,2018,151,282
Rockingham,2005,51,364
Bibb,2018,106,311
Deschutes,2010,84,347
Trego,2012,143,263
Harney,2021,77,146
Edgefield,2000,154,210
Benton,2016,64,185
Baker,2007,81,298
Suffolk,2010,155,223
Olmsted,1985,214,273
Lynchburg City,1992,46,61
Vernon,2006,108,144
Grays Harbor,2007,81,315
Sullivan,2007,133,173
Rockbridge,2021,64,114
Lauderdale,1990,140,205
San Diego,2018,143,73
Marion,2007,174,82
Orange,1999,209,141
Alachua,1988,114,337
Larimer,1991,133,257
Mitchell,2008,80,84
Yolo,2003,147,250
Missoula,1985,152,137
Alamosa,1994,88,340
Prowers,2014,247,330
Davidson,1981,158,93
New Haven,2003,220,116
Greenup,2010,122,289
Clinton,2002,172,265
Mendocino,2019,77,334
McHenry,2002,169,272
Tazewell,1990,200,269
Hudson,1984,205,77
Stafford,2005,147,136
Walla Walla,2014,67,304
Jefferson,1991,43,53
Lenoir,1999,192,139
Beauregard,2005,122,299
Clark,1983,204,111
Wood,1983,208,138
Power,1999,489,40
Darlington,1993,159,125
Arlington,1999,200,210
Jefferson,1985,200,118
Chaffee,2012,108,33
Ashley,2010,72,73
Alamance,1997,53,58
Madison,2021,80,150
Calcasieu,1987,210,244
Ingham,2003,172,145
Tehama,2009,136,171
Calcasieu,2021,156,209
Mecklenburg,1999,210,82
Sheridan,1992,86,211
El Paso,2018,164,133
Hays,2009,122,178
Macoupin,2018,115,331
Jefferson,2011,153,175
San Benito,2013,112,294
Anoka,2020,87,325
Perry,2008,133,153
Saratoga,2017,90,341
Anchorage ,2017,105,313
Ozaukee,1999,192,130
Washington,1982,157,127
Nueces,2008,191,241
Williamson,1985,151,218
Belmont,2014,82,362
King,1999,159,210
Sarpy,2002,97,76
Davis,1983,164,243
San Diego,2011,169,56
Vilas,1981,115,147
Blair,1984,284,234
Montgomery,1990,151,184
Cleveland,2003,151,286
Honolulu,1988,48,366
Hidalgo,1987,182,201
Camden,1994,197,191
Sacramento,2011,182,156
Contra Costa,1998,204,311
Lafayette,1989,140,289
Ventura,1983,263,137
Orange,1998,169,312
Chester,2005,164,143
Cass,1991,71,139
McCurtain,2012,112,272
Linn,1998,124,295
San Juan,1988,32,73
Clarke,2012,153,247
Washington,1994,46,57
Clackamas,1992,182,147
Charles,2015,112,333
Garrett,2007,129,256
Comanche,2006,156,240
Baltimore,1984,225,160
Valencia,2003,97,113
Jefferson,1988,238,60
Union,2011,100,271
Montgomery,2012,154,216
Forest,2012,140,318
Summit,2011,66,314
Grant,1984,200,228
Avery,2001,154,232
Mitchell,2019,59,325
Herkimer,1992,151,279
Plumas,2021,436,108
Garden,2005,55,117
Etowah,2013,90,244
Hampden,2005,197,198
Pulaski,1998,168,268
Pike,1998,162,259
Avery,1995,143,148
Klickitat,2018,157,220
Sutter,1999,179,194
Maury,2002,105,69
Hamilton,1994,119,324
Barnstable,2003,205,165
Nez Perce,2013,58,60
Kalamazoo,2002,190,131
Monmouth,1984,115,294
Terrebonne,2010,67,98
Natrona,1998,44,58
Mason,2020,113,348
Mason,1993,200,141
Imperial,2006,190,117
Oconee,2001,150,241
Macomb,1993,192,291
Thurston,1999,145,320
Oakland,2019,122,246
Chester,2000,150,112
Denver,2003,203,156
Glynn,2018,74,255
San Benito,2013,112,294
White Pine,2021,133,189
Pulaski,1999,182,100
Wichita,1994,61,40
Summit,1995,185,177
Sherman,2002,66,47
Tuscola,2012,159,288
Merrimack,1986,200,170
Etowah,2007,145,131
Somerset,2017,97,342
Campbell,1992,79,54
Cerro Gordo,1987,85,126
Montgomery,1985,228,244
Tehama,2004,159,189
Parker,2014,126,298
Bristol,2006,202,230
Ozaukee,1997,220,138
Maui,2020,56,344
Kane,1988,205,233
Muhlenberg,1990,173,241
Yuma,2011,140,259
Muscogee,1983,212,151
Champaign,1990,133,320
Greenville,2019,101,237
Colleton,1984,150,217
Monmouth,1995,233,311
Hamilton,2014,129,260
Warrick,2002,208,129
Delaware,2014,105,188
Polk,2021,61,229
Suffolk,2018,108,238
Merrimack,1986,200,170
Pottawattamie,2012,98,83
Warren,2014,112,161
Larimer,1994,143,238
Tompkins,2013,93,327
Bell,2012,154,290
Hawaii,2021,178,212
DeKalb,1999,195,134
East Baton Rouge,2006,190,119
Graham,1993,52,47
Douglas,1991,150,311
Spokane,1995,161,188
Wake,2007,166,154
Dutchess,1994,195,300
Colleton,2000,179,131
Mesa,1991,97,270
Leon,2001,133,276
Garfield,1992,57,56
Whitley,2012,106,230
Iberville,1985,203,290
Rosebud,1999,79,310
Claiborne,2021,71,218
Manatee,1997,150,269
Nassau,1996,123,293
Twin Falls,2010,131,341
Lemhi,2018,121,260
Dickinson,1990,136,343
Baldwin,1989,139,291
Imperial,2012,274,173
Roane,1996,160,295
Wayne,1990,200,58
Floyd,2011,160,175
McKenzie,1983,171,261
Vanderburgh,2012,161,175
Hennepin,1991,107,275
Lexington,1999,165,166
Lehigh,2007,164,291
Hunterdon,2017,122,293
Leon,2004,156,148
Lackawanna,2007,136,233
Lycoming,2011,101,291
Utah,1980,198,155
Rutland,1982,124,172
Nez Perce,2002,96,181
Daviess,2001,143,264
Beaver,2021,125,159
Berkeley,1987,179,265
Cherokee,2013,101,209
La Salle,2016,36,350
Polk,2020,71,351
Okanogan,2011,104,253
Chemung,2012,115,325
Shawnee,1993,50,50
Butte,2005,29,111
San Juan,1985,79,162
Cass,2011,53,36
Wasco,2001,117,54
Northampton,2020,117,313
Taylor,1997,112,326
Riverside,1986,284,63
Lincoln,1994,777,239
Nassau,1980,266,140
Pickens,1989,154,279
Williamson,1983,190,215
Gallatin,2018,153,323
Brown,2007,90,95
Calvert,2012,206,142
Brazoria,2012,233,283
Santa Clara,1992,190,225
Aiken,1985,145,135
Plumas,2021,436,108
Cook,2015,89,257
Nez Perce,1990,93,46
Genesee,2021,119,254
Marion,2020,67,69
Oneida,1989,143,303
Penobscot,2016,75,320
Hardin,1992,101,114
Wayne,2004,108,191
Dakota,1997,143,295
Tazewell,1983,196,235
Cook,2007,203,38
Musselshell,2002,14,362
Salt Lake,1981,200,3
Asotin,2015,82,216
Webb,1990,57,30
Coffee,2002,85,24
Carteret,1996,143,258
Fayette,2005,179,142
El Paso,2015,136,195
Christian,2001,159,141
Tolland,1988,274,143
White,1994,49,49
Page,2010,115,170
Washtenaw,2021,100,244
Lehigh,2014,112,334
Allegheny,1991,204,15
Pickaway,1991,120,272
Sheridan,1995,90,213
Washington,2012,143,163
Caddo,2010,126,287
Anne Arundel,1992,195,213
Greene,2015,80,302
Mississippi,1989,86,9
White Pine,2019,101,294
Ramsey,2017,88,311
Charleston,1985,119,313
Warren,2013,77,192
Franklin,2000,14,44
Linn,2000,122,93
Belknap,2003,147,164
Richland,2001,179,174
Broward,1983,136,212
Pike,1994,45,56
Wilson,1996,42,57
Garvin,1991,50,360
Kenosha,2020,197,279
Granville,1996,192,105
St. James,2011,136,310
Colleton,1997,143,173
Madera,2006,174,260
Clark,2011,161,174
Bristol,2007,151,241
Muskegon,1982,214,178
Bayamon,2014,38,273
Rockingham,2014,112,259
Los Angeles,2001,230,20
Chattooga,2020,58,244
Jasper,1996,91,353
Nevada,2009,164,244
Sherman,2007,42,53
Garfield,1987,64,54
Sussex,2011,172,277
McMinn,1994,115,303
Lyon,2010,101,167
Sheboygan,1992,150,147
Inyo,2015,1383,203
Cherokee,2013,101,245
Montgomery,2012,80,317
Adams,1993,129,223
Lake,2002,147,310
Durham,2011,122,251
Hamilton,1992,189,298
Henderson,2011,140,250
Mercer,2005,107,332
Alameda,2007,164,278
Lea,2001,70,109
Jefferson,1995,60,50
Leon,1983,112,243
Rensselaer,2002,208,284
Greenville,1982,185,238
Pottawattamie,2021,117,71
Washington,2017,108,269
Union,1983,276,78
Giles,1995,172,133
Indian River,2018,101,325
Sonoma,2014,81,314
Clay,2009,143,238
Mendocino,2005,69,357
Sublette,2001,101,233
Flathead,1998,128,320
Steuben,2007,122,264
Pueblo,2001,85,108
Kalamazoo,2011,133,166
Warren,2017,101,305
Brooke,2001,200,121
Erie,2017,122,290
Custer,2015,38,135
Butler,2011,172,209
Oklahoma,2000,154,183
Gregg,1981,190,230
Herkimer,2006,115,338
Allen,1985,156,251
Walla Walla,2007,108,298
Dona Ana,1993,200,161
Dubuque,1990,183,309
St. Louis City,2000,166,59
Tulsa,2001,205,94
Trego,2010,108,274
Shelby,2016,136,276
Lawrence,1996,174,224
Buffalo,1997,77,57
Jefferson,2009,154,299
Philadelphia,1991,224,106
Santa Cruz,2014,136,301
Allegany,1992,105,341
Miami-Dade,1983,182,134
Jackson,2021,84,179
Chase,2015,84,113
